lr_b,lr_c,max_auc_auc,max_auc_acc,max_auc_f1,bert_model,finetune,prob,seq_len,batch_size,updprot_threshold,prot_start,proto_ema,seed
0.0001,0.001,0.8543956043956045,0.8235294117647058,0.8131868131868132,/home/fanxu/LADMIL_Github/pretrained/ab_3mer_len79.ep28,1,0.0,30,128,0.8,15,0.8104110009077465,57
